Library,API Name,Param,Value,Param Project Support,Param Change Frequency,Param G-mean,Param Likelihood,Param Impact,Param Work,Param Revision Support,Val Project Support,Val Change Frequency,Val G-mean,Val Likelihood,Val Impact,Val Work,Val Revision Support
torch,torch.autograd.Variable,0,torch.torch.zeros,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,2.7908540685944856,451,35.47781257259406,0.0007706529874337427,12.941747572815533,0.009973596429603679,0.38309426102480815
torch,torch.autograd.Variable,0,torch.torch.FloatTensor,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.9078681909885675,66,7.740755816149054,0.00011277848596591356,14.672413793103448,0.0016547326130515938,0.07190766064543325
torch,torch.autograd.Variable,0,torch.torch.LongTensor,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,1.277740416946873,149,13.797946300992917,0.00025460597589274425,9.950819672131148,0.0025335381535556683,0.1512540448059113
torch,torch.autograd.Variable,0,torch.torch.from_numpy,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,1.546738399462004,150,15.23189941928782,0.00025631474083162174,10.454545454545455,0.0026796541086942273,0.15001425755340383
torch,torch.autograd.Variable,0,x,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,1.1432414256893073,49,7.484572790665881,8.372948200499643e-05,10.354166666666666,0.0008669490115934005,0.059509788120358544
torch,torch.autograd.Variable,0,torch.torch.Tensor,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.8742434431741762,94,9.065256954900537,0.00016062390425448293,18.08955223880597,0.002905614506812438,0.08306574591800048
torch,torch.autograd.Variable,0,labels,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.4371217215870881,35,3.911426882296035,5.980677286071174e-05,14.307692307692308,0.0008556969040071065,0.03223446856519421
torch,torch.autograd.Variable,0,inputs,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.941492938802959,47,6.6520799847670995,8.031195212724147e-05,10.4,0.0008352443021233112,0.04959149010029879
torch,torch.autograd.Variable,0,torch.torch.randn,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,1.546738399462004,138,14.609924678989845,0.00023580956156509197,15.873949579831933,0.003743229090726544,0.1475346830483889
torch,torch.autograd.Variable,0,input,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.7397444519166106,37,5.231686603851056,6.322430273846669e-05,11.538461538461538,0.0007295111854438464,0.04835170284779132
torch,torch.autograd.Variable,0,torch.torch.ones,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.4034969737726967,48,4.400892493698232,8.202071706611896e-05,23.86,0.001957014309197598,0.06198936262537349
torch,torch.autograd.Variable,0,target,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,0.6724949562878278,34,4.781718154992633,5.8098007921834255e-05,7.166666666666667,0.0004163690567731455,0.04463234109026891
torch,torch.autograd.Variable,0,data,20.81371889710827,4404,302.76000069835,0.007525400790816414,9.797297297297296,0.07372858882894459,3.1193047273087937,1.0087424344317417,80,8.98328418533775,0.00013670119511019824,9.0,0.0012303107559917842,0.08678510767552287
torch,torch.autograd.Variable,requires_grad,,0.4371217215870881,26,3.371226002697578,4.442788841081443e-05,9.988,0.0004437457494472145,0.30994681312686745,,,,,,,
torch,torch.autograd.Variable,volatile,,0.23537323470073976,27,2.5209278722168897,4.613665334969191e-05,9.27457627118644,0.00042789791038900696,0.36573723948970355,,,,,,,
torch,torch.optim.SGD,momentum,hyp,1.7484868863483525,234,20.22735601618547,0.00039985099569732986,7.649373881932021,0.003058609763151668,0.6930410741516756,0.16812373907195696,171,5.36182425871127,0.00029219880454804876,4.406779661016949,0.001287655748855808,0.21944234369382212
torch,torch.optim.SGD,lr,lr,5.211835911230666,477,49.860262029566464,0.0008150808758445571,7.271513353115727,0.005926871472572959,0.8356166081900346,0.9751176866173503,76,8.608655190151284,0.00012986613535468833,8.804123711340207,0.0011433575215763284,0.12025936349322458
torch,torch.optim.SGD,lr,hyp,5.211835911230666,477,49.860262029566464,0.0008150808758445571,7.271513353115727,0.005926871472572959,0.8356166081900346,0.16812373907195696,173,5.3930888050771575,0.00029561633442580374,4.422857142857143,0.001307468816260412,0.2169627691888072
torch,torch.optim.SGD,weight_decay,hyp,2.1183591123066576,194,20.272189516366794,0.00033150039814223075,8.611675126903553,0.0028547737332400734,0.4884761774879431,0.06724949562878278,102,2.6190548971214485,0.00017429402376550277,4.3076923076923075,0.0007508050254513965,0.12893787426077685
torch,torch.optim.SGD,0,,6.52320107599193,454,54.41997141216022,0.0007757792822503751,8.628517823639775,0.006693825364107834,0.6608066055864814,1.4794889038332213,119,13.268729387403804,0.0002033430277264199,9.942148760330578,0.002021666631032092,0.15001425755340383
torch,torch.optim.SGD,0,model.parameters,6.52320107599193,454,54.41997141216022,0.0007757792822503751,8.628517823639775,0.006693825364107834,0.6608066055864814,1.44586415601883,74,10.343787872215549,0.00012644860547693338,7.430232558139535,0.0009395425453460515,0.10662170371564239
